episode,step,warehouse_1_stock,warehouse_2_stock,action,reward,holding_cost,stockout_cost,order_cost,total_cost,service_level,explanation
3,47,58.0,77.0,4,-3095.5,95.5,0.0,3000.0,3095.5,1.0,Large order 40 units (stock: 58)
3,48,88.0,103.0,1,-605.0,105.0,0.0,500.0,605.0,1.0,Order 10 units (stock: 88)
3,49,119.0,91.0,0,-570.0,70.0,0.0,500.0,570.0,1.0,No order (stock: 119)
3,50,86.0,54.0,1,-3013.0,13.0,0.0,3000.0,3013.0,1.0,Order 10 units (stock: 86)
3,51,26.0,0.0,7,-22183.2,0.0,2280.0,7500.0,9780.0,0.24,Large order 70 units (stock: 26)
4,0,50.0,50.0,5,-5006.0,6.0,0.0,5000.0,5006.0,1.0,Large order 50 units (stock: 50)
4,1,12.0,0.0,8,-23336.505263157895,0.0,2040.0,8000.0,10040.0,0.10526315789473684,Large order 80 units (stock: 12)
4,2,0.0,0.0,8,-9181.6,0.0,560.0,8000.0,8560.0,0.78125,Large order 80 units (stock: 0)
4,3,0.0,0.0,8,-8021.0,21.0,0.0,8000.0,8021.0,1.0,Large order 80 units (stock: 0)
4,4,21.0,21.0,8,-8033.0,33.0,0.0,8000.0,8033.0,1.0,Large order 80 units (stock: 21)
4,5,41.0,25.0,6,-6555.0,55.0,0.0,6500.0,6555.0,1.0,Large order 60 units (stock: 41)
4,6,66.0,44.0,3,-4570.0,70.0,0.0,4500.0,4570.0,1.0,Order 30 units (stock: 66)
4,7,83.0,57.0,2,-3059.0,59.0,0.0,3000.0,3059.0,1.0,Order 20 units (stock: 83)
4,8,74.0,44.0,3,-4526.0,26.0,0.0,4500.0,4526.0,1.0,Order 30 units (stock: 74)
4,9,35.0,17.0,6,-21958.53079847909,0.0,3020.0,7000.0,10020.0,0.42585551330798477,Large order 60 units (stock: 35)
4,10,0.0,0.0,8,-28496.0,0.0,3600.0,8000.0,11600.0,0.33333333333333337,Large order 80 units (stock: 0)
4,11,0.0,0.0,8,-16536.0,0.0,2200.0,8000.0,10200.0,0.56,Large order 80 units (stock: 0)
4,12,0.0,0.0,8,-8006.0,6.0,0.0,8000.0,8006.0,1.0,Large order 80 units (stock: 0)
4,13,8.0,4.0,8,-8006.0,6.0,0.0,8000.0,8006.0,1.0,Large order 80 units (stock: 8)
4,14,10.0,2.0,8,-8013.5,13.5,0.0,8000.0,8013.5,1.0,Large order 80 units (stock: 10)
4,15,19.0,8.0,8,-8020.0,20.0,0.0,8000.0,8020.0,1.0,Large order 80 units (stock: 19)
4,16,23.0,17.0,8,-8025.0,25.0,0.0,8000.0,8025.0,1.0,Large order 80 units (stock: 23)
4,17,27.0,23.0,7,-14146.279245283018,0.0,2160.0,7500.0,9660.0,0.6603773584905661,Large order 70 units (stock: 27)
4,18,0.0,0.0,8,-27489.317127071827,0.0,4040.0,8000.0,12040.0,0.4419889502762431,Large order 80 units (stock: 0)
4,19,0.0,0.0,8,-23542.066457680252,0.0,3380.0,8000.0,11380.0,0.4702194357366771,Large order 80 units (stock: 0)
4,20,0.0,0.0,8,-17439.098233215547,0.0,2460.0,8000.0,10460.0,0.5653710247349824,Large order 80 units (stock: 0)
4,21,0.0,0.0,8,-8012.0,12.0,0.0,8000.0,8012.0,1.0,Large order 80 units (stock: 0)
